Tipo;Entidade;Número;Data;Sumário;Link;;
DL;;45/2012;2012/23/02;Aprova a orgânica da Fundação para a Ciência e a Tecnologia;https://dre.pt/application/file/542900;;

DL;;49-A/2012;2012/29/02;Orgânica da Direcção-Geral de Recursos Naturais, Segurança e Serviços Marítimos;https://dre.pt/application/file/551481;;

DL;;58/2012;2012/14/03;Aprova a orgânica da Inspeção-Geral da Administração Interna;https://dre.pt/application/file/553484;;

DL;;71/2012;2012/21/03;Aprova a orgânica do Instituto Português da Qualidade, I. P.;https://dre.pt/application/file/553795;;

DL;;67/2012;2012/20/03;Procede à instituição do tribunal da propriedade intelectual e do tribunal da concorrência, regulação e supervisão, tribunais com competência territorial de âmbito nacional para o tratamento das questões relativas à propriedade intelectual e à concorrência, regulação e supervisão;https://dre.pt/application/file/553567;;

DL;;104/2012;2012/16/05;Procede à primeira alteração ao Decreto-Lei n.º 59/2003, de 1 de abril, relativa à detenção de fauna selvagem em parques zoológicos;http://dre.pt/pdf1sdip/2012/05/09500/0255502571.pdf;;

DL;;111/2012;2012/23/05;Disciplina a intervenção do Estado na definição, conceção, preparação, concurso, adjudicação, alteração, fiscalização e acompanhamento global das parcerias público-privadas e cria a Unidade Técnica de Acompanhamento de Projetos;https://dre.pt/application/file/a/178022;;

DL;;115/2012;2012/25/05;Aprova a orgânica da Direção-Geral do Património Cultural;https://dre.pt/application/file/177986;;

DL;;133/2012;2012/27/06;Altera os regimes jurídicos de proteção social nas eventualidades de doença, maternidade, paternidade e adoção e morte previstas no sistema previdencial, de encargos familiares do subsistema de proteção familiar e do rendimento social de inserção, o regime jurídico que regula a restituição de prestações indevidamente pagas e a lei da condição de recursos, no âmbito do sistema de segurança social, e o estatuto das pensões de sobrevivência e o regime jurídico de proteção social na eventualidade de maternidade, paternidade e adoção no âmbito do regime de proteção social convergente;https://dre.pt/application/file/178450;;

DL;;130/2012;2012/22/06;Procede à segunda alteração à Lei n.º 58/2005, de 29 de dezembro, que aprova a Lei da Água, transpondo a Diretiva n.º 2000/60/CE, do Parlamento Europeu e do Conselho, de 23 de outubro, e estabelecendo as bases e o quadro institucional para a gestão sustentável das águas;https://dre.pt/application/file/178471;;

DL;;135/2012;2012/29/06;Aprova a orgânica do Instituto da Conservação da Natureza e Florestas, I. P.;https://dre.pt/application/file/178596;;

DL;;136/2012;2012/02/07;Aprova a orgânica do Instituto Nacional de Estatística, I. P.;https://dre.pt/pdf1sdip/2012/07/12600/0333503337.pdf;;

DL;;138/2012;2012/05/07;Altera o Código da Estrada e aprova o Regulamento da Habilitação Legal para Conduzir, transpondo parcialmente a Diretiva n.º 2006/126/CE, do Parlamento Europeu e do Conselho, de 20 de dezembro, alterada pelas Diretivas n.os 2009/113/CE, da Comissão, de 25 de agosto, e 2011/94/UE, da Comissão, de 28 de novembro, relativas à carta de condução;https://dre.pt/pdf1sdip/2012/07/12900/0342603475.pdf;;

DL;;144/2012;2012/11/07;Aprova o regime de inspeções técnicas de veículos a motor e seus reboques, transpondo a Diretiva n.º 2010/48/UE, da Comissão, de 5 de julho, que adapta ao progresso técnico a Diretiva n.º 2009/40/CE, do Parlamento Europeu e do Conselho;https://dre.pt/application/file/a/179643;;

DL;;146/2012;2012/12/07;Procede à primeira alteração ao Decreto-Lei n.º 58/2012, de 14 de março, que aprova a orgânica da Inspeção-Geral da Administração Interna;https://dre.pt/application/file/179637;;

DL;;149/2012;2012/12/07;Aprova o Código dos Contratos Públicos que estabelece a disciplina aplicável à contratação pública e o regime substantivo dos contratos públicos que revistam a natureza de contrato administrativo;https://dre.pt/application/file/179635;;

DL;;165/2012;2012/31/07;Aprova a orgânica da Direção-Geral da Administração da Justiça;https://dre.pt/application/file/179144;;

DL;;169/2012;2012/01/08;Cria o Sistema da Indústria Responsável, que regula o exercício da atividade industrial, a instalação e exploração de zonas empresariais responsáveis, bem como o processo de acreditação de entidades no âmbito deste Sistema;http://dre.pt/pdf1sdip/2012/08/14800/0396904007.pdf;;

DL;;171/2012;2012/01/08;Procede à segunda alteração ao Decreto-Lei n.º 307/2007, de 31 de agosto, que estabelece o regime jurídico das farmácias de oficina;http://dre.pt/pdf1sdip/2012/08/14800/0403004045.pdf;;

DL;;190/2012;2012/22/08;Estabelece um regime excecional e temporário, que vigorará até 1-07-2016, da liberação das cauções prestadas para garantia da execução de contratos de empreitada de obras públicas e do exato e pontual cumprimento de todas as obrigações legais e contratuais que deles decorrem para o empreiteiro;https://dre.pt/application/file/175404;;

DL;;194/2012;2012/23/08;Aprova a orgânica da Autoridade de Segurança Alimentar e Económica;https://dre.pt/application/conteudo/175336 ;;

DL;;197/2012;2012/24/08;Introduz alterações no Código do IVA, no Regime do IVA nas Transações Intracomunitárias e alguma legislação complementar, transpondo o artigo 4.º da Diretiva n.º 2008/8/CE, do Conselho, de 12 de fevereiro, em matéria de localização das prestações de serviços, e a Diretiva n.º 2010/45/UE, do Conselho, de 13 de julho, em matéria de faturação, dando execução às autorizações legislativas constantes do artigo 128.º da Lei n.º 64-A/2011, de 30 de dezembro;https://dre.pt/application/file/a/174609;;

DL;;202/2012;2012/27/08;Procede à primeira alteração ao Estatuto do Bolseiro de Investigação, aprovado em anexo àLei n.º 40/2004, de 18 de a;https://dre.pt/application/file/174618;;

DL;; 201/2012;2012/27/08;Procede à primeira alteração ao Decreto-Lei n.º 108/2010, de 13 de outubro, que define o regime jurídico das medidas necessárias para garantir o bom estado ambiental do meio marinho até 2020;https://dre.pt/application/file/174621;;

DL;;204/2012;2012/29/08;Procede à simplificação do regime de instalação e funcionamento dos recintos de espetáculos e de divertimentos públicos e do regime de acesso, exercício e fiscalização de várias atividades de controlo municipal e altera os Decretos-Leis n.os 309/2002, de 16 de dezembro, e 310/2002, de 18 de dezembro;http://dre.pt/pdf1sdip/2012/08/16700/0484504855.pdf;;

DL;;205/2012;2012/31/08;Procede à segunda alteração ao Decreto-Lei n.º 215/2000, de 2 de setembro, que constitui a sociedade Parques de Sintra - Monte da Lua, S. A., e à primeira alteração ao Decreto-Lei n.º 48/2007, de 27 de fevereiro, no respeitante à Escola Portuguesa de Arte Equestre;https://dre.pt/application/file/a/174885;;

DL;;214/2012;2012/28/09;Procede à primeira alteração ao Decreto-Lei n.º 18/2010, de 19 de março, que estabelece o regime jurídico do Programa de Estágios Profissionais na Administração Pública;https://dre.pt/application/file/175596;;

DL;;215/2012;2012/28/09;Aprova a orgânica da Direção-Geral de Reinserção e Serviços Prisionais;https://dre.pt/application/file/a/175605;;

DL;;216/2012;2012/09/10;Regime de policiamento de espetáculos desportivos realizados em recinto desportivo e de satisfação dos encargos com o policiamento de espetáculos desportivos em gera;https://dre.pt/pdf1sdip/2012/10/19500/0559305595.pdf;;

DL;;220/2012;2012/10/10;Assegura a execução na ordem jurídica interna das obrigações decorrentes do Regulamento (CE) n.º 1272/2008, do Parlamento Europeu e do Conselho, de 16 de dezembro, relativo à classificação, rotulagem e embalagem de substâncias e misturas, que altera e revoga as Diretivas n.os 67/548/CEE e 1999/45/CE e altera o Regulamento (CE) n.º 1907/2006;https://dre.pt/application/file/175636;;

DL;;233/2012;2012/29/10;Procede ao diferimento da produção de efeitos do novo regime de dedicação exclusiva, introduzido pelo Decreto-Lei n.º 202/2012, de 27 de agosto.;https://dre.pt/application/file/192551;;

DL;;239/2012;2012/02/11;Procede à primeira alteração ao Decreto-Lei n.º 166/2008, de 22 de agosto, que estabelece o Regime Jurídico da Reserva Ecológica Nacional;https://dre.pt/application/file/191473;;

DL;;249/2012;2012/21/11;Procede à segunda alteração ao Decreto-Lei n.º 241/2007, de 21 de junho, que define o regime jurídico aplicável aos bombeiros portugueses no território continental;https://dre.pt/application/file/a/191035;;

DL;;250/2012;2012/23/11;Introduz alterações no Código do Registo Comercial, no Decreto-Lei n.º 76-A/2006, de 29 de março, e no Regime do Registo Nacional de Pessoas Coletivas, aprovado pelo Decreto-Lei n.º 129/98, de 13 de maio, alterando o regime do incumprimento da obrigação do registo da prestação de contas;https://dre.pt/application/file/191227;;

DL;;260/2012;2012/12/12;Procede à quinta alteração ao Decreto-Lei n.º 276/2001, de 17 de outubro, que estabelece as normas legais tendentes a pôr em aplicação em Portugal a Convenção Europeia para a Proteção dos Animais de Companhia, conformando-o com a disciplina da Lei n.º 9/2009, de 4 de março, e do Decreto-Lei n.º 92/2010, de 26 de julho, que transpuseram para a ordem jurídica interna as Diretivas n.os 2005/36/CE, do Parlamento Europeu e do Conselho, de 7 de setembro, relativa ao reconhecimento das qualificações profissionais, e 2006/123/CE, do Parlamento Europeu e do Conselho, de 12 de dezembro, relativa aos serviços no mercado interno, à quarta alteração ao Decreto-Lei n.º 142/2006, de 27 de julho, à primeira alteração ao Decreto-Lei n.º 255/2009, de 24 de setembro, e à primeira alteração ao Decreto-Lei n.º 79/2011, de 20 de junho;https://dre.pt/application/file/190774;;

DL;;261/2012;2012/17/12;Procede à terceira alteração ao Decreto-Lei n.º 279/98, de 17 de setembro, que estabelece o regime jurídico dos bilhetes do Tesouro, e procede à transferência dos bilhetes do Tesouro para a INTERBOLSA - Sociedade Gestora de Sistemas de Liquidação e de Sistemas Centralizados de Valores Mobiliários, S.A.;https://dre.pt/application/file/190005;;

DL;;139/2012;2012/05/07;Estabelece os princípios orientadores da organização e da gestão dos currículos, da avaliação dos conhecimentos e capacidades a adquirir e a desenvolver pelos alunos;https://dre.pt/application/file/178607;;

Lei;;2/2012;2012/06/01;Procede à oitava alteração à Lei de Organização e Processo do Tribunal de Contas, aprovada pela Lei n.º 98/97, de 26 de Agosto;https://dre.pt/application/file/477024;;

Lei;;5/2012;2012/23/01;Regula os requisitos de tratamento de dados pessoais para constituição de ficheiros de âmbito nacional, contendo dados de saúde, com recurso a tecnologias de informação e no quadro do Serviço Nacional de Saúde;https://dre.pt/application/file/544268;;

Lei;;9/2012;2012/23/02;Procede à terceira alteração à Lei n.º 1/2005, de 10 de janeiro, que regula a utilização de câmaras de vídeo pelas forças e serviços de segurança em locais públicos de utilização comum;https://dre.pt/application/file/542902;;

Lei;;15/2012;2012/03/04;Institui o Sistema de Informação dos Certificados de Óbito (SICO);https://dre.pt/application/file/554323;;

Lei;;22/2012;2012/30/05;Regime jurídico da reorganização administrativa territorial autárquica.;https://dre.pt/web/guest/legislacao-consolidada/-/lc/107671375/201205300100/exportPdf/normal/1/cacheLevelPage?_LegislacaoConsolidada_WAR_drefrontofficeportlet_rp=indice;;

Lei;;23/2012;2012/25/06;Procede à terceira alteração ao Código do Trabalho, aprovado pela Lei n.º 7/2009, de 12 de fevereiro;https://dre.pt/application/file/178460;;

Lei;;24/2012;2012/09/07;Aprova a Lei-Quadro das Fundações e altera o Código Civil, aprovado pelo Decreto-Lei n.º 47344, de 25-11-1966;https://dre.pt/application/file/179630;;

Lei;;25/2012;2012/16/07;Regula as diretivas antecipadas de vontade, designadamente sob a forma de testamento vital, e a nomeação de procurador de cuidados de saúde e cria o Registo Nacional do Testamento Vital (RENTEV);https://dre.pt/application/file/179576;;

Lei;;27/2012;2012/31/07;"Primeira alteração ao Estatuto da Ordem dos Psicólogos Portugueses, aprovado em anexo à Lei n.º 57/2008, de 4 de setembro
";https://dre.pt/application/file/179146;;

Lei;;29/2012;2012/09/08;Primeira alteração à Lei 23/2007, de 4 de julho, que aprovou o regime jurídico de entrada, permanência, saída e afastamento de estrangeiros do território nacional;https://dre.pt/application/file/175251;;

Lei;;30/2012;2012/14/08;Procede à segunda alteração ao Decreto -Lei n.º 157/2006, de 8 de agosto, que aprova o regime jurídico das obras em prédios arrendados;https://dre.pt/pdf1sdip/2012/08/15700/0440004410.pdf;;

Lei;;41/2012;2012/28/08;Procede à primeira alteração à Lei n.º 9/2009, de 4 de março, que transpõe para a ordem jurídica interna a Diretiva n.º 2005/36/CE, do Parlamento e do Conselho, de 7 de setembro, relativa ao reconhecimento das qualificações profissionais, e a Diretiva n.º 2006/100/CE, do Conselho, de 20 de novembro, que adapta determinadas diretivas no domínio da livre circulação de pessoas, em virtude da adesão da Bulgária e da Roménia;https://dre.pt/application/file/174632;;

Lei;;42/2012;2012/28/08;Aprova os regimes de acesso e de exercício das profissões de técnico superior de segurança no trabalho e de técnico de segurança no trabalho;https://dre.pt/application/file/174639;;

Lei;;45/2012;2012/28/08;Aprova o regime jurídico de acesso e exercício da profissão de examinador de condução e o reconhecimento das entidades formadoras;https://dre.pt/application/file/a/174663;;

Lei;;46/2012;2012/29/08;Transpõe a Diretiva n.º 2009/136/CE, na parte que altera a Diretiva n.º 2002/58/CE, do Parlamento Europeu e do Conselho, de 12 de julho, relativa ao tratamento de dados pessoais e à proteção da privacidade no setor das comunicações eletrónicas, procedendo à primeira alteração à Lei n.º 41/2004, de 18 de agosto, e à segunda alteração ao Decreto-Lei n.º 7/2004, de 7 de janeiro;https://dre.pt/application/file/174654;;
